ID,DLC,Timestamp,Data_0,Data_1,Data_2,Data_3,Data_4,Data_5,Data_6,Data_7
309,1,8220,0,0,0,0,4,0,0,0
397,1,8221,0,0,0,0,236,202,0,36
399,2,8221,0,0,0,0,4,0,0,0
305,5,8221,0,0,0,0,0,0,0,0
417,4,8221,0,0,0,0,4,0,0,0
418,4,8222,0,0,0,0,4,0,0,0
419,5,8222,41,147,143,0,1,0,0,0
420,1,8222,0,147,143,0,4,0,0,0
491,1,8222,0,147,143,0,4,0,0,0
493,2,8222,0,0,143,0,4,0,0,0
501,1,8222,0,0,143,0,4,0,0,0
551,2,8222,0,0,143,0,4,0,0,0
111,1,8227,56,0,143,0,236,202,0,36
112,1,8227,0,0,143,0,4,0,0,0
305,5,8229,0,0,0,0,0,202,0,36
111,1,8237,56,0,0,0,236,202,0,36
112,1,8237,0,0,0,0,4,0,0,0
305,5,8239,0,0,0,0,0,202,0,36
111,1,8247,56,0,0,0,236,202,0,36
112,1,8247,0,0,0,0,4,0,0,0
305,5,8249,0,0,0,0,0,202,0,36
111,1,8257,56,0,0,0,236,202,0,36
112,1,8257,0,0,0,0,4,0,0,0
305,5,8259,0,0,0,0,0,202,0,36
111,1,8267,56,0,0,0,236,202,0,36
112,1,8267,0,0,0,0,4,0,0,0
305,5,8269,0,0,0,0,0,202,0,36
111,1,8277,56,0,0,0,236,202,0,36
112,1,8277,0,0,0,0,4,0,0,0
305,5,8279,0,0,0,0,0,202,0,36
100,1,8285,11,0,0,0,236,202,0,36
120,5,8285,0,0,0,0,0,0,0,0
121,4,8286,0,0,0,0,4,0,0,0
122,2,8286,244,1,0,0,4,0,0,0
123,4,8286,0,0,0,0,4,0,0,0
130,8,8287,0,0,0,48,117,0,0,0
131,3,8287,0,0,0,48,4,0,0,0
132,3,8287,224,230,11,48,4,0,0,0
133,8,8288,232,163,143,62,250,232,163,15
140,5,8288,129,28,201,14,1,0,0,0
141,6,8288,0,0,0,0,0,0,0,0
142,4,8288,0,0,0,0,0,0,0,0
143,1,8288,0,0,0,0,0,0,0,0
151,3,8288,44,8,0,0,4,0,0,0
305,5,8289,0,0,0,0,0,202,0,36
153,8,8289,64,130,0,0,2,0,0,0
111,1,8289,56,130,0,0,2,0,0,0
112,1,8289,0,130,0,0,4,0,0,0
111,1,8297,56,130,0,0,236,202,0,36
112,1,8297,0,130,0,0,4,0,0,0
305,5,8299,0,0,0,0,0,202,0,36
111,1,8307,56,0,0,0,236,202,0,36
112,1,8307,0,0,0,0,4,0,0,0
305,5,8309,0,0,0,0,0,202,0,36
111,1,8317,56,0,0,0,236,202,0,36
112,1,8317,0,0,0,0,4,0,0,0
502,1,8318,1,0,0,0,4,0,0,0
503,1,8318,0,0,0,0,4,0,0,0
504,1,8318,6,0,0,0,4,0,0,0
506,5,8318,41,147,143,0,1,0,0,0
507,1,8318,0,147,143,0,4,0,0,0
415,1,8319,1,147,143,0,4,0,0,0
416,7,8319,0,0,0,0,0,0,0,0
300,1,8319,1,0,0,0,4,0,0,0
302,5,8319,41,147,143,0,1,0,0,0
303,2,8319,91,4,143,0,4,0,0,0
304,3,8319,0,0,0,0,4,0,0,0
306,4,8319,8,0,0,0,191,102,2,8
307,4,8320,0,0,0,0,4,0,0,0
308,4,8320,32,0,0,0,4,0,0,0
309,1,8320,0,0,0,0,4,0,0,0
397,1,8321,0,0,0,0,236,202,0,36
399,2,8321,0,0,0,0,4,0,0,0
305,5,8321,0,0,0,0,0,0,0,0
417,4,8321,0,0,0,0,4,0,0,0
418,4,8322,0,0,0,0,4,0,0,0
419,5,8322,41,147,143,0,1,0,0,0
420,1,8322,0,147,143,0,4,0,0,0
491,1,8322,0,147,143,0,4,0,0,0
493,2,8322,0,0,143,0,4,0,0,0
501,1,8322,0,0,143,0,4,0,0,0
551,2,8322,0,0,143,0,4,0,0,0
111,1,8327,56,0,143,0,236,202,0,36
112,1,8327,0,0,143,0,4,0,0,0
305,5,8329,0,0,0,0,0,202,0,36
111,1,8337,56,0,0,0,236,202,0,36
112,1,8337,0,0,0,0,4,0,0,0
305,5,8339,0,0,0,0,0,202,0,36
111,1,8347,56,0,0,0,236,202,0,36
112,1,8347,0,0,0,0,4,0,0,0
305,5,8349,0,0,0,0,0,202,0,36
111,1,8357,56,0,0,0,236,202,0,36
112,1,8357,0,0,0,0,4,0,0,0
305,5,8359,0,0,0,0,0,202,0,36
111,1,8367,56,0,0,0,236,202,0,36
112,1,8367,0,0,0,0,4,0,0,0
305,5,8369,0,0,0,0,0,202,0,36
111,1,8377,56,0,0,0,236,202,0,36
112,1,8377,0,0,0,0,4,0,0,0
305,5,8379,0,0,0,0,0,202,0,36
100,1,8385,11,0,0,0,236,202,0,36
120,5,8385,0,0,0,0,0,0,0,0
121,4,8386,0,0,0,0,4,0,0,0
122,2,8386,244,1,0,0,4,0,0,0
123,4,8386,0,0,0,0,4,0,0,0
130,8,8387,0,0,0,48,117,0,0,0
131,3,8387,0,0,0,48,4,0,0,0
132,3,8387,224,230,11,48,4,0,0,0
133,8,8388,232,163,143,62,250,232,163,15
140,5,8388,129,28,201,14,1,0,0,0
141,6,8388,0,0,0,0,0,0,0,0
142,4,8388,0,0,0,0,4,0,0,0
143,1,8388,0,0,0,0,4,0,0,0
151,3,8388,44,8,0,0,4,0,0,0
305,5,8389,0,0,0,0,0,202,0,36
153,8,8389,64,130,0,0,2,0,0,0
111,1,8389,56,130,0,0,4,0,0,0
112,1,8389,0,130,0,0,4,0,0,0
111,1,8397,56,130,0,0,236,202,0,36
112,1,8397,0,130,0,0,4,0,0,0
305,5,8399,0,0,0,0,0,202,0,36
111,1,8407,56,0,0,0,236,202,0,36
112,1,8407,0,0,0,0,4,0,0,0
305,5,8409,0,0,0,0,0,202,0,36
111,1,8417,56,0,0,0,236,202,0,36
112,1,8417,0,0,0,0,4,0,0,0
502,1,8418,1,0,0,0,4,0,0,0
503,1,8418,0,0,0,0,4,0,0,0
504,1,8418,6,0,0,0,4,0,0,0
506,5,8418,41,147,143,0,1,0,0,0
507,1,8418,0,147,143,0,4,0,0,0
415,1,8419,1,147,143,0,4,0,0,0
416,7,8419,0,0,0,0,0,0,0,0
300,1,8419,1,0,0,0,4,0,0,0
302,5,8419,41,147,143,0,1,0,0,0
303,2,8419,91,4,143,0,4,0,0,0
304,3,8419,0,0,0,0,4,0,0,0
306,4,8419,8,0,0,0,4,0,0,0
307,4,8420,0,0,0,0,4,0,0,0
308,4,8420,32,0,0,0,4,0,0,0
309,1,8420,0,0,0,0,4,0,0,0
397,1,8421,0,255,4,36,4,0,0,0
399,2,8421,0,0,4,36,4,0,0,0
305,5,8421,0,0,0,0,0,0,0,0
417,4,8421,0,0,0,0,4,0,0,0
418,4,8422,0,0,0,0,4,0,0,0
419,5,8422,41,147,143,0,1,0,0,0
420,1,8422,0,147,143,0,4,0,0,0
491,1,8422,0,147,143,0,4,0,0,0
493,2,8422,0,0,143,0,4,0,0,0
501,1,8422,0,0,143,0,4,0,0,0
551,2,8422,0,0,143,0,4,0,0,0
111,1,8427,56,0,143,0,236,202,0,36
112,1,8427,0,0,143,0,4,0,0,0
305,5,8429,0,0,0,0,0,202,0,36
111,1,8437,56,0,0,0,236,202,0,36
112,1,8437,0,0,0,0,4,0,0,0
305,5,8439,0,0,0,0,0,202,0,36
111,1,8447,56,0,0,0,236,202,0,36
112,1,8447,0,0,0,0,4,0,0,0
305,5,8449,0,0,0,0,0,202,0,36
111,1,8457,56,0,0,0,236,202,0,36
112,1,8457,0,0,0,0,4,0,0,0
305,5,8459,0,0,0,0,0,202,0,36
111,1,8467,56,0,0,0,236,202,0,36
112,1,8467,0,0,0,0,4,0,0,0
305,5,8469,0,0,0,0,0,202,0,36
111,1,8477,56,0,0,0,236,202,0,36
112,1,8477,0,0,0,0,4,0,0,0
305,5,8479,0,0,0,0,0,202,0,36
100,1,8485,11,0,0,0,236,202,0,36
120,5,8485,0,0,0,0,0,0,0,0
121,4,8486,0,0,0,0,4,0,0,0
122,2,8486,244,1,0,0,4,0,0,0
123,4,8486,0,0,0,0,4,0,0,0
130,8,8487,179,85,0,48,245,159,134,1
131,3,8487,0,0,0,48,4,0,0,0
132,3,8487,224,230,11,48,4,0,0,0
133,8,8488,232,163,143,62,250,232,163,15
140,5,8488,129,28,201,14,1,0,0,0
141,6,8488,0,0,0,0,0,0,0,0
142,4,8488,0,0,0,0,0,0,0,0
143,1,8488,0,0,0,0,0,0,0,0
151,3,8488,44,8,0,0,4,0,0,0
305,5,8489,0,0,0,0,0,202,0,36
153,8,8489,64,130,0,0,2,0,0,0
111,1,8489,56,130,0,0,2,0,0,0
112,1,8489,0,130,0,0,4,0,0,0
111,1,8497,56,130,0,0,236,202,0,36
112,1,8497,0,130,0,0,4,0,0,0
305,5,8499,0,0,0,0,0,202,0,36
111,1,8507,56,0,0,0,236,202,0,36
112,1,8507,0,0,0,0,4,0,0,0
305,5,8509,0,0,0,0,0,202,0,36
111,1,8517,56,0,0,0,236,202,0,36
112,1,8517,0,0,0,0,4,0,0,0
502,1,8518,1,0,0,0,4,0,0,0
503,1,8518,0,0,0,0,4,0,0,0
504,1,8518,6,0,0,0,4,0,0,0
506,5,8518,41,147,143,0,1,0,0,0
507,1,8518,0,147,143,0,4,0,0,0
415,1,8519,1,147,143,0,4,0,0,0
416,7,8519,0,0,0,0,0,0,0,0
300,1,8519,1,0,0,0,4,0,0,0
302,5,8519,41,147,143,0,1,0,0,0
303,2,8519,89,4,143,0,4,0,0,0
304,3,8519,0,0,0,0,4,0,0,0
306,4,8519,8,0,0,0,4,0,0,0
307,4,8520,0,0,0,0,4,0,0,0
308,4,8520,32,0,0,0,4,0,0,0
309,1,8520,0,0,0,0,4,0,0,0
397,1,8521,0,255,4,36,4,0,0,0
399,2,8521,0,0,4,36,4,0,0,0
305,5,8521,0,0,0,0,0,0,0,0
417,4,8521,0,0,0,0,4,0,0,0
418,4,8522,0,0,0,0,4,0,0,0
419,5,8522,41,147,143,0,1,0,0,0
420,1,8522,0,147,143,0,1,0,0,0
491,1,8522,0,147,143,0,1,0,0,0
493,2,8522,0,0,143,0,4,0,0,0
501,1,8522,0,0,143,0,4,0,0,0
551,2,8522,0,0,143,0,4,0,0,0
111,1,8527,56,0,143,0,236,202,0,36
112,1,8527,0,0,143,0,4,0,0,0
305,5,8529,0,0,0,0,0,202,0,36
111,1,8537,56,0,0,0,236,202,0,36
112,1,8537,0,0,0,0,4,0,0,0
305,5,8539,0,0,0,0,0,202,0,36
111,1,8547,56,0,0,0,236,202,0,36
112,1,8547,0,0,0,0,4,0,0,0
305,5,8549,0,0,0,0,0,202,0,36
111,1,8557,56,0,0,0,236,202,0,36
112,1,8557,0,0,0,0,4,0,0,0
305,5,8559,0,0,0,0,0,202,0,36
111,1,8567,56,0,0,0,236,202,0,36
112,1,8567,0,0,0,0,4,0,0,0
305,5,8569,0,0,0,0,0,202,0,36
111,1,8577,56,0,0,0,236,202,0,36
112,1,8577,0,0,0,0,4,0,0,0
305,5,8579,0,0,0,0,0,202,0,36
100,1,8585,11,0,0,0,236,202,0,36
120,5,8585,0,0,0,0,0,0,0,0
121,4,8586,0,0,0,0,4,0,0,0
122,2,8586,244,1,0,0,4,0,0,0
123,4,8586,0,0,0,0,4,0,0,0
130,8,8587,145,28,0,48,245,159,134,1
131,3,8587,0,0,0,48,4,0,0,0
132,3,8587,224,230,11,48,4,0,0,0
133,8,8588,232,163,143,62,250,232,163,15
140,5,8588,129,28,201,14,1,0,0,0
141,6,8588,0,0,0,0,0,0,0,0
142,4,8588,0,0,0,0,4,0,0,0
143,1,8588,0,0,0,0,4,0,0,0
151,3,8588,44,8,0,0,4,0,0,0
305,5,8589,0,0,0,0,0,202,0,36
153,8,8589,64,130,0,0,2,0,0,0
111,1,8589,56,130,0,0,4,0,0,0
112,1,8589,0,130,0,0,4,0,0,0
111,1,8597,56,130,0,0,236,202,0,36
112,1,8597,0,130,0,0,4,0,0,0
305,5,8599,0,0,0,0,0,202,0,36
111,1,8607,56,0,0,0,236,202,0,36
112,1,8607,0,0,0,0,4,0,0,0
305,5,8609,0,0,0,0,0,202,0,36
111,1,8617,56,0,0,0,236,202,0,36
112,1,8617,0,0,0,0,4,0,0,0
502,1,8618,1,0,0,0,4,0,0,0
503,1,8618,0,0,0,0,4,0,0,0
504,1,8618,6,0,0,0,4,0,0,0
506,5,8618,41,147,143,0,1,0,0,0
507,1,8618,0,147,143,0,4,0,0,0
415,1,8619,1,147,143,0,4,0,0,0
416,7,8619,0,0,0,0,0,0,0,0
300,1,8619,1,0,0,0,4,0,0,0
302,5,8619,41,147,143,0,1,0,0,0
303,2,8619,90,4,143,0,1,0,0,0
304,3,8619,0,0,0,0,4,0,0,0
306,4,8619,8,0,0,0,4,0,0,0
307,4,8620,0,0,0,0,4,0,0,0
308,4,8620,32,0,0,0,4,0,0,0
309,1,8620,0,0,0,0,4,0,0,0
397,1,8621,0,255,4,36,4,0,0,0
399,2,8621,0,0,4,36,4,0,0,0
305,5,8621,0,0,0,0,0,0,0,0
417,4,8621,0,0,0,0,4,0,0,0
418,4,8622,0,0,0,0,4,0,0,0
419,5,8622,41,147,143,0,1,102,2,8
420,1,8622,0,0,0,0,4,0,0,0
491,1,8622,0,0,0,0,4,0,0,0
493,2,8622,0,0,0,0,4,0,0,0
501,1,8622,0,0,0,0,4,0,0,0
551,2,8622,0,0,0,0,4,0,0,0
111,1,8627,56,0,0,0,236,202,0,36
112,1,8627,0,0,0,0,4,0,0,0
305,5,8629,0,0,0,0,0,202,0,36
111,1,8637,56,0,0,0,236,202,0,36
112,1,8637,0,0,0,0,4,0,0,0
305,5,8639,0,0,0,0,0,202,0,36
111,1,8647,56,0,0,0,236,202,0,36
112,1,8647,0,0,0,0,4,0,0,0
305,5,8649,0,0,0,0,0,202,0,36
111,1,8657,56,0,0,0,236,202,0,36
112,1,8657,0,0,0,0,4,0,0,0
305,5,8659,0,0,0,0,0,202,0,36
111,1,8667,56,0,0,0,236,202,0,36
112,1,8667,0,0,0,0,4,0,0,0
305,5,8669,0,0,0,0,0,202,0,36
111,1,8677,56,0,0,0,236,202,0,36
112,1,8677,0,0,0,0,4,0,0,0
305,5,8679,0,0,0,0,0,202,0,36
100,1,8685,11,0,0,0,236,202,0,36
120,5,8685,0,0,0,0,0,0,0,0
121,4,8686,0,0,0,0,4,0,0,0
122,2,8686,244,1,0,0,4,0,0,0
123,4,8686,0,0,0,0,4,0,0,0
130,8,8687,0,0,0,48,117,0,0,0
131,3,8687,0,0,0,48,4,0,0,0
132,3,8687,224,230,11,48,4,0,0,0
133,8,8688,232,163,143,62,250,232,163,15
140,5,8688,129,28,201,14,1,0,0,0
141,6,8688,0,0,0,0,0,0,0,0
142,4,8688,0,0,0,0,4,0,0,0
143,1,8688,0,0,0,0,4,0,0,0
151,3,8688,44,8,0,0,4,0,0,0
305,5,8689,0,0,0,0,0,202,0,36
153,8,8689,64,130,0,0,2,0,0,0
111,1,8689,56,130,0,0,4,0,0,0
112,1,8689,0,130,0,0,4,0,0,0
111,1,8697,56,130,0,0,236,202,0,36
112,1,8697,0,130,0,0,4,0,0,0
305,5,8699,0,0,0,0,0,202,0,36
111,1,8707,56,0,0,0,236,202,0,36
112,1,8707,0,0,0,0,4,0,0,0
305,5,8709,0,0,0,0,0,202,0,36
111,1,8717,56,0,0,0,236,202,0,36
112,1,8717,0,0,0,0,4,0,0,0
502,1,8718,1,0,0,0,4,0,0,0
503,1,8718,0,0,0,0,4,0,0,0
504,1,8718,6,0,0,0,4,0,0,0
506,5,8718,41,147,143,0,1,0,0,0
507,1,8718,0,147,143,0,1,0,0,0
415,1,8719,1,255,4,36,191,102,2,8
416,7,8719,0,0,0,0,0,0,0,0
300,1,8719,1,0,0,0,0,0,0,0
302,5,8719,41,147,143,0,1,0,0,0
303,2,8719,90,4,143,0,4,0,0,0
304,3,8719,0,0,0,0,4,0,0,0
306,4,8719,9,0,0,0,4,0,0,0
307,4,8720,0,0,0,0,4,0,0,0
308,4,8720,32,0,0,0,4,0,0,0
309,1,8720,0,0,0,0,4,0,0,0
397,1,8721,0,255,4,36,4,0,0,0
399,2,8721,0,0,4,36,4,0,0,0
305,5,8721,0,0,0,0,0,0,0,0
417,4,8721,0,0,0,0,4,0,0,0
418,4,8722,0,0,0,0,4,0,0,0
419,5,8722,41,147,143,0,1,0,0,0
420,1,8722,0,147,143,0,4,0,0,0
491,1,8722,0,147,143,0,4,0,0,0
493,2,8722,0,0,143,0,4,0,0,0
501,1,8722,0,0,143,0,4,0,0,0
551,2,8722,0,0,143,0,4,0,0,0
111,1,8727,56,0,143,0,236,202,0,36
112,1,8727,0,0,143,0,4,0,0,0
305,5,8729,0,0,0,0,0,202,0,36
111,1,8737,56,0,0,0,236,202,0,36
112,1,8737,0,0,0,0,4,0,0,0
305,5,8739,0,0,0,0,0,202,0,36
111,1,8747,56,0,0,0,236,202,0,36
112,1,8747,0,0,0,0,4,0,0,0
305,5,8749,0,0,0,0,0,202,0,36
111,1,8757,56,0,0,0,236,202,0,36
112,1,8757,0,0,0,0,4,0,0,0
305,5,8759,0,0,0,0,0,202,0,36
111,1,8767,56,0,0,0,236,202,0,36
112,1,8767,0,0,0,0,4,0,0,0
305,5,8769,0,0,0,0,0,202,0,36
111,1,8777,56,0,0,0,236,202,0,36
112,1,8777,0,0,0,0,4,0,0,0
305,5,8779,0,0,0,0,0,202,0,36
100,1,8785,11,0,0,0,236,202,0,36
120,5,8785,0,0,0,0,0,0,0,0
121,4,8786,0,0,0,0,4,0,0,0
122,2,8786,244,1,0,0,4,0,0,0
123,4,8786,0,0,0,0,4,0,0,0
130,8,8787,0,0,0,48,245,79,195,0
131,3,8787,0,0,0,48,4,0,0,0
132,3,8787,224,230,11,48,4,0,0,0
133,8,8788,232,163,143,62,250,232,163,15
140,5,8788,129,28,201,14,1,0,0,0
141,6,8788,0,0,0,0,0,0,0,0
142,4,8788,0,0,0,0,4,0,0,0
143,1,8788,0,0,0,0,4,0,0,0
151,3,8788,44,8,0,0,4,0,0,0
305,5,8789,0,0,0,0,0,202,0,36
153,8,8789,64,130,0,0,2,0,0,0
111,1,8789,56,130,0,0,4,0,0,0
112,1,8789,0,130,0,0,4,0,0,0
111,1,8797,56,130,0,0,236,202,0,36
112,1,8797,0,130,0,0,4,0,0,0
305,5,8799,0,0,0,0,0,202,0,36
111,1,8807,56,0,0,0,236,202,0,36
112,1,8807,0,0,0,0,4,0,0,0
305,5,8809,0,0,0,0,0,202,0,36
111,1,8817,56,0,0,0,236,202,0,36
112,1,8817,0,0,0,0,4,0,0,0
502,1,8818,1,0,0,0,4,0,0,0
503,1,8818,0,0,0,0,4,0,0,0
504,1,8818,6,0,0,0,4,0,0,0
506,5,8818,41,147,143,0,1,0,0,0
507,1,8818,0,147,143,0,4,0,0,0
415,1,8819,1,255,4,36,191,102,2,8
416,7,8819,0,0,0,0,0,0,0,0
300,1,8819,1,0,0,0,4,0,0,0
302,5,8819,41,147,143,0,1,0,0,0
303,2,8819,89,4,143,0,4,0,0,0
304,3,8819,0,0,0,0,4,0,0,0
306,4,8819,7,0,0,0,4,0,0,0
307,4,8820,0,0,0,0,4,0,0,0
308,4,8820,32,0,0,0,4,0,0,0
309,1,8820,0,0,0,0,4,0,0,0
397,1,8821,0,255,4,36,4,0,0,0
399,2,8821,0,0,4,36,4,0,0,0
305,5,8821,0,0,0,0,0,0,0,0
417,4,8821,0,0,0,0,4,0,0,0
418,4,8822,0,0,0,0,4,0,0,0
419,5,8822,41,147,143,0,1,0,0,0
420,1,8822,0,147,143,0,4,0,0,0
491,1,8822,0,147,143,0,4,0,0,0
493,2,8822,0,0,143,0,4,0,0,0
501,1,8822,0,0,143,0,4,0,0,0
551,2,8822,0,0,143,0,4,0,0,0
111,1,8827,56,0,143,0,236,202,0,36
112,1,8827,0,0,143,0,4,0,0,0
305,5,8829,0,0,0,0,0,202,0,36
111,1,8837,56,0,0,0,236,202,0,36
112,1,8837,0,0,0,0,4,0,0,0
305,5,8839,0,0,0,0,0,202,0,36
111,1,8847,56,0,0,0,236,202,0,36
112,1,8847,0,0,0,0,4,0,0,0
305,5,8849,0,0,0,0,0,202,0,36
111,1,8857,56,0,0,0,236,202,0,36
112,1,8857,0,0,0,0,4,0,0,0
305,5,8859,0,0,0,0,0,202,0,36
111,1,8867,56,0,0,0,236,202,0,36
112,1,8867,0,0,0,0,4,0,0,0
305,5,8869,0,0,0,0,0,202,0,36
111,1,8877,56,0,0,0,236,202,0,36
112,1,8877,0,0,0,0,4,0,0,0
305,5,8879,0,0,0,0,0,202,0,36
100,1,8885,11,0,0,0,236,202,0,36
120,5,8885,0,0,0,0,0,0,0,0
121,4,8886,0,0,0,0,4,0,0,0
122,2,8886,244,1,0,0,4,0,0,0
123,4,8886,0,0,0,0,4,0,0,0
130,8,8887,0,0,0,48,117,0,0,0
131,3,8887,0,0,0,48,4,0,0,0
132,3,8887,224,230,11,48,4,0,0,0
133,8,8888,232,163,143,62,250,232,163,15
140,5,8888,129,28,201,14,1,0,0,0
141,6,8888,0,0,0,0,0,0,0,0
142,4,8888,0,0,0,0,4,0,0,0
143,1,8888,0,0,0,0,4,0,0,0
151,3,8888,44,8,0,0,4,0,0,0
305,5,8889,0,0,0,0,0,202,0,36
153,8,8889,64,130,0,0,2,0,0,0
111,1,8889,56,130,0,0,2,0,0,0
112,1,8889,0,130,0,0,4,0,0,0
111,1,8897,56,130,0,0,236,202,0,36
112,1,8897,0,130,0,0,4,0,0,0
305,5,8899,0,0,0,0,0,202,0,36
111,1,8907,56,0,0,0,236,202,0,36
112,1,8907,0,0,0,0,4,0,0,0
305,5,8909,0,0,0,0,0,202,0,36
111,1,8917,56,0,0,0,236,202,0,36
112,1,8917,0,0,0,0,4,0,0,0
502,1,8918,1,0,0,0,4,0,0,0
503,1,8918,0,0,0,0,4,0,0,0
504,1,8918,6,0,0,0,4,0,0,0
506,5,8918,41,147,143,0,1,0,0,0
507,1,8918,0,147,143,0,4,0,0,0
415,1,8919,1,255,4,36,191,102,2,8
416,7,8919,0,0,0,0,0,0,0,0
300,1,8919,1,0,0,0,4,0,0,0
302,5,8919,41,147,143,0,1,0,0,0
303,2,8919,89,4,143,0,4,0,0,0
304,3,8919,0,0,0,0,4,0,0,0
306,4,8919,7,0,0,0,4,0,0,0
307,4,8920,0,0,0,0,4,0,0,0
308,4,8920,32,0,0,0,4,0,0,0
309,1,8920,0,0,0,0,4,0,0,0
397,1,8921,0,255,4,36,4,0,0,0
399,2,8921,0,0,4,36,4,0,0,0
305,5,8921,0,0,0,0,0,0,0,0
417,4,8921,0,0,0,0,4,0,0,0
418,4,8922,0,0,0,0,4,0,0,0
419,5,8922,41,147,143,0,1,0,0,0
420,1,8922,0,147,143,0,1,0,0,0
491,1,8922,0,147,143,0,1,0,0,0
493,2,8922,0,0,143,0,4,0,0,0
501,1,8922,0,0,143,0,4,0,0,0
551,2,8922,0,0,143,0,4,0,0,0
111,1,8927,56,0,143,0,236,202,0,36
112,1,8927,0,0,143,0,4,0,0,0
305,5,8929,0,0,0,0,0,202,0,36
111,1,8937,56,0,0,0,236,202,0,36
112,1,8937,0,0,0,0,4,0,0,0
305,5,8939,0,0,0,0,0,202,0,36
111,1,8947,56,0,0,0,236,202,0,36
112,1,8947,0,0,0,0,4,0,0,0
305,5,8949,0,0,0,0,0,202,0,36
111,1,8957,56,0,0,0,236,202,0,36
112,1,8957,0,0,0,0,4,0,0,0
305,5,8959,0,0,0,0,0,202,0,36
111,1,8967,56,0,0,0,236,202,0,36
112,1,8967,0,0,0,0,4,0,0,0
305,5,8969,0,0,0,0,0,202,0,36
111,1,8977,56,0,0,0,236,202,0,36
112,1,8977,0,0,0,0,4,0,0,0
305,5,8979,0,0,0,0,0,202,0,36
100,1,8985,11,0,0,0,236,202,0,36
120,5,8985,0,0,0,0,0,0,0,0
121,4,8986,0,0,0,0,4,0,0,0
122,2,8986,244,1,0,0,4,0,0,0
123,4,8986,0,0,0,0,4,0,0,0
130,8,8987,0,0,0,48,117,0,0,0
131,3,8987,0,0,0,48,4,0,0,0
132,3,8987,224,230,11,48,4,0,0,0
133,8,8988,232,163,143,62,250,232,163,15
140,5,8988,129,28,201,14,1,232,163,15
141,6,8988,0,0,0,0,0,0,163,15
142,4,8988,0,0,0,0,0,0,163,15
143,1,8988,0,0,0,0,4,0,0,0
151,3,8988,44,8,0,0,4,0,0,0
305,5,8989,0,0,0,0,0,202,0,36
153,8,8989,64,130,0,0,2,0,0,0
111,1,8989,56,130,0,0,4,0,0,0
112,1,8989,0,130,0,0,4,0,0,0
111,1,8997,56,130,0,0,236,202,0,36
112,1,8997,0,130,0,0,4,0,0,0
305,5,8999,0,0,0,0,0,202,0,36
111,1,9007,56,0,0,0,236,202,0,36
112,1,9007,0,0,0,0,4,0,0,0
305,5,9009,0,0,0,0,0,202,0,36
111,1,9017,56,0,0,0,236,202,0,36
112,1,9017,0,0,0,0,4,0,0,0
502,1,9020,1,0,0,0,4,0,0,0
503,1,9020,0,0,0,0,4,0,0,0
504,1,9020,6,0,0,0,4,0,0,0
415,1,9020,1,0,0,0,4,0,0,0
300,1,9021,1,255,4,36,249,130,3,8
302,5,9021,41,147,143,0,1,0,0,0
303,2,9021,90,4,143,0,4,0,0,0
304,3,9021,0,0,0,0,4,0,0,0
306,4,9022,9,0,0,0,4,0,0,0
307,4,9022,0,0,0,0,4,0,0,0
308,4,9022,32,0,0,0,4,0,0,0
309,1,9022,0,0,0,0,4,0,0,0
397,1,9022,0,0,0,0,4,0,0,0
399,2,9022,0,0,0,0,4,0,0,0
305,5,9022,0,0,0,0,0,0,0,0
301,3,9023,0,0,0,0,236,202,0,36
396,3,9023,0,204,3,0,236,202,0,36
398,8,9023,0,0,0,73,130,36,9,0
416,7,9023,0,0,0,0,0,0,0,0
417,4,9023,0,0,0,0,0,0,0,0
418,4,9024,0,0,0,0,4,0,0,0
419,5,9024,41,147,143,0,1,0,0,0
420,1,9024,0,147,143,0,1,0,0,0
491,1,9024,0,147,143,0,1,0,0,0
493,2,9024,0,0,143,0,4,0,0,0
414,3,9024,0,0,0,0,4,0,0,0
490,3,9024,0,135,1,0,4,0,0,0
492,7,9025,0,0,0,73,0,0,0,36
506,5,9025,41,147,143,0,1,0,0,36
507,1,9025,0,147,143,0,1,0,0,36
501,1,9025,0,147,143,0,4,0,0,0
551,2,9025,0,0,143,0,4,0,0,0
505,3,9025,0,0,0,0,4,0,0,0
500,1,9025,0,0,0,0,4,0,0,0
550,3,9026,0,0,0,0,4,0,0,0
111,1,9027,56,0,0,0,236,202,0,36
112,1,9027,0,0,0,0,4,0,0,0
305,5,9029,0,0,0,0,0,202,0,36
111,1,9037,56,0,0,0,236,202,0,36
112,1,9037,0,0,0,0,4,0,0,0
305,5,9039,0,0,0,0,0,202,0,36
111,1,9047,56,0,0,0,236,202,0,36
112,1,9047,0,0,0,0,4,0,0,0
305,5,9049,0,0,0,0,0,202,0,36
111,1,9057,56,0,0,0,236,202,0,36
112,1,9057,0,0,0,0,4,0,0,0
305,5,9059,0,0,0,0,0,202,0,36
111,1,9067,56,0,0,0,236,202,0,36
112,1,9067,0,0,0,0,4,0,0,0
305,5,9069,0,0,0,0,0,202,0,36
111,1,9077,56,0,0,0,236,202,0,36
112,1,9077,0,0,0,0,4,0,0,0
305,5,9079,0,0,0,0,0,202,0,36
100,1,9085,11,0,0,0,236,202,0,36
120,5,9085,0,0,0,0,0,0,0,0
121,4,9086,0,0,0,0,4,0,0,0
122,2,9086,244,1,0,0,4,0,0,0
123,4,9086,0,0,0,0,4,0,0,0
305,5,9089,0,0,0,0,0,202,0,36
130,8,9090,0,0,0,48,117,0,0,0
